web-scraper-order,web-scraper-start-url,category-link-0,category-link-0-href,data-page-selector,data-page-selector-href,Article-headline-0,image-0-src,Brand-0,Category-0,Product Description-0
"1758851941-23","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","VEGAN (Hydratation&Nutrition)","https://www.gssante.com/category/nos-produits/lirene/vegan/?action=souscat&id_cat=38","Vegan
                                Cerise hydratante
                                                                Crème Renforçante & Hydratante 50ml
                                                            
                                                        Voir plus","https://www.gssante.com/cerise-hydratante/?action=souscat&id_cat=38&id_cat1=44","Cerise hydratante","https://www.gssante.com/MtdGssante/uploads/2021/04/nawilzajacy_krem_wzmacniajacy_WISNIA_10E07093_EU_krt.png","Lirene","VITAMIN ENERGIE C+D","La crème hydratante de jour et de nuit à la cerise a un effet rajeunissant et stimule la production de collagène. Riche en principes actifs, il hydrate, renforce et raffermit la peau en profondeur, la rendant douce. La cerise contenue dans la crème renforce la structure de la peau, ferme les pores et réduit les cernes sous les yeux. En conséquence, la peau est fraîche et éclatante.
Ingrédients actifs:


UNE CERISE DE LA BARBADE
La teneur en vitamine C la plus appréciée parmi tous les fruits connus. Cet ingrédient polyvalent est un puissant antioxydant qui arrête le vieillissement prématuré de la peau, renforce sa structure, hydrate, ferme les pores et aide à réduire les cernes sous les yeux.

JUS DE CITRON
Une riche source de vitamines: C, A et PP, qui activent les cellules de la peau pour la régénération, lui donnant une teinte naturelle et saine.

HUILE D’AVOCAT
C’est une source extrêmement riche en acides gras insaturés et en vitamines A, B, D et E. En conséquence, il hydrate fortement, renforce, nourrit et raffermit la peau, favorisant sa régénération.

VITAMINE C
Il arrête les processus de vieillissement prématuré de la peau, grâce auxquels elle devient éclatante, souple et retrouve une couleur uniforme.

Effets:

91% d’augmentation de la flexibilité
78% raffermissant
70% de restauration de la couleur naturelle
61% de lissage
65% nutrition"
"1758851945-24","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","VEGAN (Hydratation&Nutrition)","https://www.gssante.com/category/nos-produits/lirene/vegan/?action=souscat&id_cat=38","Vegan
                                Avocat lissant
                                                                CRÈME LISSANTE & NOURRISSANTE 50ml
                                                            
                                                        Voir plus","https://www.gssante.com/avocat-lissant/?action=souscat&id_cat=38&id_cat1=44","Avocat lissant","https://www.gssante.com/MtdGssante/uploads/2021/04/odzywczy_krem_wygladzajacy_AWOKADO_10E07915_EU_krt.png","Lirene","VITAMIN ENERGIE C+D","La crème de jour et de nuit lissante à l’avocat hydrate intensément la peau tout en la protégeant de la déshydratation. Il régénère la peau et retarde le processus de vieillissement. Grâce à ses ingrédients, la crème nourrit et raffermit fortement la peau, la peau devient ainsi hydratée et douce au toucher, et les rides fines sont lissées.
Ingrédients actifs:


HUILE D’AVOCAT
C’est une source extrêmement riche en acides gras insaturés et en vitamines A, B, D et E. En conséquence, il hydrate, nourrit et raffermit fortement la peau, favorisant sa régénération. Il réduit également l’irritation cutanée causée par des facteurs externes.

COMPLEXE HYALURONIQUE
Hydrate durablement, protège la peau contre la déshydratation et augmente son élasticité. Il a également un effet lissant et améliore considérablement la fermeté de la peau.

EXTRAIT D’ALGUES MARINES
Il a un fort effet antioxydant, qui retarde le processus de vieillissement de la peau, stimule activement la régénération de l’épiderme et a un effet bénéfique sur la reconstruction de la barrière lipidique de la peau.

Effets:

96% peau lisse
89% d’hydratation intensive 
86% de flexibilité améliorée 
82% nutrition 
79% de régénération profonde"
"1758851948-25","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","VEGAN (Hydratation&Nutrition)","https://www.gssante.com/category/nos-produits/lirene/vegan/?action=souscat&id_cat=38","Vegan
                                Aloe Véra – Régénérant
                                                                CRÈME LIFTING RÉGÉNÉRANTE 50ml
                                                            
                                                        Voir plus","https://www.gssante.com/aloe-vera-regenerant/?action=souscat&id_cat=38&id_cat1=44","Aloe Véra – Régénérant","https://www.gssante.com/MtdGssante/uploads/2021/04/liftingujacy_krem_regenerujacy_ALOES_10E07095_EU_krt.png","Lirene","VITAMIN ENERGIE C+D","La crème de jour et de nuit régénérante à l’aloès hydrate et apaise activement la peau. Il nourrit et régénère en profondeur l’épiderme, augmente son élasticité et restaure une apparence plus jeune du visage. La peau devient plus lisse, plus ferme et naturellement rajeunie.
Ingrédients actifs:


ALOE VERA
Ingrédient extrêmement efficace à action multidirectionnelle. Grâce à ses propriétés uniques, il hydrate en profondeur. Il est riche en nutriments qui stimulent la régénération cellulaire.

BEURRE DE KARITÉ
Un ingrédient naturel aux fortes propriétés adoucissantes et protectrices. Régénère, nourrit et hydrate la peau. Il présente des propriétés protectrices, agissant comme un filtre UV naturel.

COMPLEXE LIPIDIQUE NATUREL À LA VITAMINE A.
Il stimule l’auto- régénération des cellules de la peau, augmente son élasticité et procure un fort effet lifting, restaure une apparence plus jeune du visage.

Effets:

93% d’augmentation de l’hydratation 
93% nutrition 
93% de lissage 
75% d’amélioration de la flexibilité 
75% d’augmentation de la fermeté"
"1758851951-26","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","VEGAN (Hydratation&Nutrition)","https://www.gssante.com/category/nos-produits/lirene/vegan/?action=souscat&id_cat=38","Vegan
                                Amande Nourrissante
                                                                CRÈME NOURRISSANTE & RAFERMISSANTE
                                                            
                                                        Voir plus","https://www.gssante.com/amande-nourrissante/?action=souscat&id_cat=38&id_cat1=44","Amande Nourrissante","https://www.gssante.com/MtdGssante/uploads/2021/04/ujedrniajÑcy_krem_odzywczy_MIGDAL_10E07094_EU_krt.png","Lirene","VITAMIN ENERGIE C+D","La crème nourrissante de jour et de nuit à l’amande grâce à ses riches nutriments possède des propriétés anti-rides et stimule la production de collagène. L’huile d’amande qu’elle contient régule l’équilibre hydrique et lipidique de la peau, inhibe le processus de vieillissement et favorise la régénération. La peau est visiblement plus lisse, plus élastique et mieux hydratée. Le visage impressionne par son apparence juvénile.
Ingrédients actifs:


LA FORME ACTIVE DE LA VITAMINE A
Il a un fort effet anti-rides et aide à garder une apparence jeune plus longtemps.

VITAMINE C
Il arrête les processus de vieillissement prématuré de la peau, grâce auxquels il retrouve sa fermeté et sa couleur uniforme.

HUILE D’AMANDE
Ingrédient naturel efficace qui adoucit fortement la peau et possède des propriétés apaisantes. Il régule l’équilibre hydrique et lipidique de la peau, ralentit le vieillissement et soutient le processus de régénération. Associé aux céramides, il restaure la barrière lipidique naturelle de la peau, assurant un niveau d’hydratation approprié.

VITAMINES C ET E
En protégeant la peau contre les radicaux libres et le photo vieillissement, ils préviennent la formation de nouvelles rides.

Effets:

89% d’amélioration de l’état de la peau 
85% nutrition 
81% d’augmentation de l’élasticité de l’épiderme 
81% d’hydratation améliorée 
81% d’augmentation de la fermeté"
"1758851959-27","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","SOIN INTENSE (Mains & Pieds)","https://www.gssante.com/category/nos-produits/lirene/soin-intense/?action=souscat&id_cat=38","CRÉME MAINS
                                MAGNOLIA : Crème Mains et Ongles
                                                                15% COMPLEX HYDRATANT 75ml
                                                            
                                                        Voir plus","https://www.gssante.com/magnolia-creme-mains-et-ongles/?action=souscat&id_cat=38&id_cat1=43","MAGNOLIA : Crème Mains et Ongles","https://www.gssante.com/MtdGssante/uploads/2021/04/main-violet.jpg","Lirene","VITAMIN ENERGIE C+D","La crème pour les mains et les ongles profondément hydratante est destinée aux peaux sèches et rugueuses des mains qui nécessitent une alimentation quotidienne. Formule d’huile au complexe hydratant à 15% :

• hydrate intensément la peau rugueuse,

• adoucit et nourrit visiblement,

• redonne aux mains une apparence soignée.

L’extrait de magnolia régénère et hydrate pendant longtemps. L’huile de soja laisse la peau lisse, douce et hydratée après une seule utilisation.
Ingrédients actifs :
HUILE DE SOJA
Huile obtenue à partir de graines de soja. Il contient environ 50% d’acide linoléique, l’un des principaux acides du groupe EFA.
MAGNOLIA (MAGNOLIA LILIIFLORA)
Extrait de magnolia  (Magnolia liliiflora)  (à partir de bourgeons et de fleurs)  – Les  bourgeons et les fleurs de magnolia contiennent: des huiles essentielles, des sucres, des flavonoïdes. Les flavonoïdes ont des propriétés anti- (réagissent avec les radicaux libres, anti-inflammatoires et empêchent la dégradation des fibres de collagène.
PANTHÉNOL
Précurseur naturel de la vitamine B5, il pénètre facilement dans les couches profondes du derme, stimulant la croissance et le renouvellement de l’épiderme et des cellules du derme. Facilite la guérison de divers types de lésions cutanées.
Effets:
La crème est rapidement absorbée, tout en éliminant le problème des mains sèches et rugueuses après seulement quelques utilisations."
"1758851964-28","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","SOIN INTENSE (Mains & Pieds)","https://www.gssante.com/category/nos-produits/lirene/soin-intense/?action=souscat&id_cat=38","CRÉME MAINS
                                SAUGE : Masque Crème Mains et Ongles
                                                                20% COMPLEXE APAISANT 75mL
                                                            
                                                        Voir plus","https://www.gssante.com/sauge-creme-mains-et-ongles/?action=souscat&id_cat=38&id_cat1=43","SAUGE : Masque Crème Mains et Ongles","https://www.gssante.com/MtdGssante/uploads/2021/04/mains-25.jpg","Lirene","VITAMIN ENERGIE C+D","Le masque-crème apaisant instantanément pour les mains et les ongles est un soin régénérant pour les peaux très sèches et gercées des mains. Formule unique à 20% de complexe apaisant:

• régénère et renouvelle visiblement la peau

• apporte un soulagement immédiat

• réduit la sensation de rugosité et de gerçures visibles L’

extrait de sauge apporte un soulagement, apaise les irritations. De plus, il lisse la peau, redonnant aux mains une apparence saine et belle. L’huile de paraffine protège la peau et les ongles des facteurs externes, y compris les détergents. Il renforce la barrière protectrice naturelle qui permet à la peau de s’hydrater et de se régénérer après une seule utilisation.
 
Ingrédients actifs :



SALVIA OFFICINALIS
Il a un effet astringent et antiseptique. Il stimule la peau et la circulation sanguine, possède des propriétés antibactériennes, désinfectantes, anti-inflammatoires et anti-acnéiques.

ALLANTOINE
Il apaise les irritations cutanées, est couramment utilisé en médecine comme composant de pommades et de poudres utilisées pour traiter les lésions cutanées difficiles à cicatriser.

VITAMINE E
Antioxydant actif, protège les fibres de collagène contre la dégradation, protégeant la peau contre les effets du vieillissement prématuré.

BEURRE DE KARITÉ
Il a des propriétés cicatrisantes et adoucissantes pour la peau. Cette matière première protège naturellement la peau contre les effets néfastes du soleil et du vieillissement cutané prématuré.

HYALURONATE DE SODIUM
C’est un dérivé de l’acide hyaluronique, l’un des mucopolysaccharides naturels. Il agit comme un moyen de retenir l’eau dans l’espace interstitiel. À cet égard, c’est l’une des substances hydratantes les plus puissantes des cosmétiques.


 
 
Effets :
La peau est hydratée et régénérée après une seule utilisation."
"1758851968-29","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","SOIN INTENSE (Mains & Pieds)","https://www.gssante.com/category/nos-produits/lirene/soin-intense/?action=souscat&id_cat=38","CRÉME MAINS
                                CASSIS : Sérum Mains et Ongles
                                                                25% COMPLEXE REGENERANT 75ml
                                                            
                                                        Voir plus","https://www.gssante.com/cassis-creme-mains-et-ongles/?action=souscat&id_cat=38&id_cat1=43","CASSIS : Sérum Mains et Ongles","https://www.gssante.com/MtdGssante/uploads/2021/04/mains-noir.jpg","Lirene","VITAMIN ENERGIE C+D","Le sérum régénérant pour les mains et les ongles a été créé pour les peaux sèches, rugueuses et abîmées qui ont besoin de rajeunissement. Formule professionnelle au complexe régénérant à 25%:

• nourrit et lisse intensément,

• accélère le renouvellement des peaux irritées,

• rajeunit visiblement la peau des mains et des ongles.

L’huile d’argan laisse une couche protectrice invisible sur la peau qui protège contre les détergents et la perte d’eau.

L’extrait de cassis régénère intensément, améliorant l’apparence de la peau endommagée sur les mains et les ongles. En conséquence, le sérum produit l’effet de mains et d’ongles visiblement rajeunis, bien entretenus et d’apparence saine.
Ingrédients actifs :


HUILE DE CASSIS, RIBES NIGRUM
Il contient de grandes quantités d’acide linoléique et d’acide γ-linolénique. Restaure l’équilibre perdu de l’épiderme. Il hydrate la peau, restaure ses fonctions protectrices en créant une barrière anti-infectieuse appropriée. Il est également anti-inflammatoire et anti-allergique. Il normalise les fonctions cutanées perturbées causées par le vieillissement ou les influences environnementales négatives.

HUILE D’ARGAN
Riche en vitamine E et en acides gras insaturés. Convient pour le soin des peaux à problèmes et à tendance acnéique, mais également recommandé pour les peaux sèches, sensibles et allergiques. L’huile d’argan a des propriétés lissantes, antiseptiques et protectrices.

VITAMINE E
En tant qu’antioxydant actif, il protège les fibres de collagène contre la dégradation, protégeant la peau contre les effets du vieillissement prématuré.

EXTRAIT D’ORANGE
L’extrait de fruit d’orange amère contient, entre autres sucres, acides organiques (citriques), vitamines (C, P, A, B1, B2), pectines, sels minéraux (K, Ca, P, Mg), flavonoïdes, glycosides flavonoïdes. Il a un effet aromatisant, stimulant, bactéricide et fongicide et anti-acnéique.

BEURRE DE KARITÉ
Il a des propriétés cicatrisantes et adoucissantes pour la peau. Cette matière première protège naturellement la peau contre les effets néfastes du soleil et du vieillissement cutané prématuré.

PROTÉINES D’AMANDE DOUCE
L’extrait de graines d’amande a un effet hydratant, apaisant et adoucissant. Huile, lisse et nourrit la peau.

Effets:
Le sérum procure l’effet de mains et d’ongles visiblement rajeunis, nets et d’apparence saine."
"1758851971-30","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","SOIN INTENSE (Mains & Pieds)","https://www.gssante.com/category/nos-produits/lirene/soin-intense/?action=souscat&id_cat=38","CRÉME MAINS
                                ROSE : Crème Mains et Ongles
                                                                30% COMPLEXE APAISANT 75ml
                                                            
                                                        Voir plus","https://www.gssante.com/rose-creme-mains-et-ongles/?action=souscat&id_cat=38&id_cat1=43","ROSE : Crème Mains et Ongles","https://www.gssante.com/MtdGssante/uploads/2021/04/mains-30.jpg","Lirene","VITAMIN ENERGIE C+D","La crème nourrissante intensive pour les mains et les ongles est le produit idéal pour les peaux gercées qui ont besoin d’un renouvellement en profondeur. Grâce à sa formule concentrée à 30% de complexe nutritionnel, la crème:

• élimine la sensation de sécheresse et de tiraillements,

• apaise et apaise les peaux irritées,

• protège les mains et les ongles des agressions.

L’huile de rose hydrate la peau et renforce les ongles, procurant une belle apparence soignée. Le beurre de karité nourrissant rend la peau régénérée, douce et lisse après une seule utilisation.
Ingrédients actifs :


HUILE DE ROSE (HUILE DE ROSA CANINA FRIUT, ROSA MOSQUETA)
Huile naturelle obtenue à partir de graines de rose, cultivar Rosa mousqueta, poussant au Chili. Les principes actifs Rosa mousqueta participent à la synthèse des membranes cellulaires et à la régénération cellulaire en général, accélèrent la régénération des cellules épidermiques, ralentissent les processus de vieillissement, ont des propriétés anti-rides, contribuent à un aspect lisse de la peau. La matière première est très riche en acides gras essentiels (environ 80%) (acide gamma-linolénique (GLA), acide linoléique (LA) ainsi qu’en acides palmitique et stéarique.

ALLANTOINE
Il apaise les irritations cutanées, est couramment utilisé en médecine comme composant de pommades et de poudres utilisées pour traiter les lésions cutanées difficiles à cicatriser.

VITAMINE E
En tant qu’antioxydant actif, il protège les fibres de collagène contre la dégradation, protégeant la peau contre les effets du vieillissement prématuré.

BEURRE DE KARITÉ (BEURRE DE KARITÉ)
Il a des propriétés cicatrisantes et adoucissantes pour la peau. Cette matière première protège naturellement la peau contre les effets néfastes du soleil et du vieillissement cutané prématuré.

HUILE D’AMANDE DOUCE
Il renouvelle et renforce la couche lipidique naturelle de la peau. Rend la peau correctement lubrifiée, délicate et élastique.

ESTERS D’OLIVE DÉCYLIQUE HYDROGÉNÉS
La cire végétale obtenue à partir d’olives, donne une sensation agréable sur la peau, a de bonnes propriétés émollientes et hydratantes.

HUILE D’AVOKADO
Nourrit la peau correctement.

Effets :
La crème crée une barrière protectrice sur la peau, apportant un soulagement aux mains et réduisant la sensation de rugosité pendant longtemps."
"1758851974-31","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","SOIN INTENSE (Mains & Pieds)","https://www.gssante.com/category/nos-produits/lirene/soin-intense/?action=souscat&id_cat=38","Soin des Pieds
                                Crème Pieds Concentrée lissante
                                                                20% D'urée Huile de babassu paraffine 75ml
                                                            
                                                        Voir plus","https://www.gssante.com/creme-pieds-concentree-lissante/?action=souscat&id_cat=38&id_cat1=43","Crème Pieds Concentrée lissante","https://www.gssante.com/MtdGssante/uploads/2021/04/pieds-vert.jpg","Lirene","VITAMIN ENERGIE C+D","La crème intensément lissante à formule concentrée est destinée au soin des peaux très sèches des pieds à tendance rugueux. La formule intensive à 20% d’urée (UREA) lisse et adoucit efficacement la peau, qui devient lisse et agréable au toucher après une seule application. L’huile de Babassu, riche en acides gras insaturés, soutient l’action de l’urée en adoucissant et en lubrifiant la peau. La crème utilisée réduit systématiquement la tendance à sécher la peau.
Application: appliquer une couche épaisse de crème sur la peau lavée et sèche des pieds, en particulier les talons. Masser jusqu’à absorption. Destiné à une utilisation quotidienne permanente.
Testé dermatologiquement.
Ingrédients actifs :


URÉE (UREA)
Lisse et adoucit efficacement la peau, qui devient lisse et agréable au toucher après une seule application.

HUILE DE BABASSU
Riche en acides gras insaturés, il soutient l’action de l’urée, adoucissant et lubrifiant la peau.

Effets :

Soin de la peau très sèche des pieds.
Réduction de la rugosité."
"1758851977-32","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","SOIN INTENSE (Mains & Pieds)","https://www.gssante.com/category/nos-produits/lirene/soin-intense/?action=souscat&id_cat=38","Soin des Pieds
                                Masque Crème Pieds ultra adoucissant
                                                                30% D'urée Extrait d'arbre à thé 75ml
                                                            
                                                        Voir plus","https://www.gssante.com/masque-creme-pieds-ultra-adoucissant/?action=souscat&id_cat=38&id_cat1=43","Masque Crème Pieds ultra adoucissant","https://www.gssante.com/MtdGssante/uploads/2021/04/pieds-rouge.jpg","Lirene","VITAMIN ENERGIE C+D","Le masque-crème ultra adoucissant est destiné au soin des peaux des pieds très sèches et sujettes à la kératose. La formule à 30% d’urée (UREA) rend la peau douce et lisse et réduit la tendance à développer un épiderme dur et calleux. L’huile de thé contenue dans le masque, aux propriétés antibactériennes, procure une sensation de fraîcheur. La crème est recommandée pour une utilisation comme masque spécial à action intensive pour la nuit ou pour les soins quotidiens.
Application:

appliquer la crème sur la peau lavée et sèche des pieds, en particulier les talons. Masser jusqu’à absorption. Dans le cas d’épiderme épais et calleux, il est recommandé d’appliquer et de masser une couche plus épaisse de crème et de mettre des chaussettes pendant la nuit pour intensifier son effet.
Testé dermatologiquement.
Ingrédients actifs :


FORMULE AVEC 30% D’URÉE (UREA)
Il rend la peau douce et lisse et réduit la tendance à développer un épiderme dur et calleux.

HUILE DE THÉ
Il a un effet antibactérien, procure une sensation de fraîcheur.

Effets :

Régénération de la peau très sèche des pieds.
Restauration de douceur.
Effet antibactérien."
"1758851980-33","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","SOIN INTENSE (Mains & Pieds)","https://www.gssante.com/category/nos-produits/lirene/soin-intense/?action=souscat&id_cat=38","Soin des Mains
                                Des Gants pour les Mains
                                                                MASQUE SOUPLE EN VELOURS 
                                                            
                                                        Voir plus","https://www.gssante.com/des-gants-pour-les-mains/?action=souscat&id_cat=38&id_cat1=43","Des Gants pour les Mains","https://www.gssante.com/MtdGssante/uploads/2021/04/gants.jpg","Lirene","VITAMIN ENERGIE C+D","Les gants régénérants Lirene est un soin professionnel en deux étapes à réaliser à domicile:

1. Gommage gommage acide intensément lissant . Il contient des acides de fruits qui exfolient l’épiderme. Lorsqu’il est appliqué avant l’application du masque, il lisse, facilitant l’absorption des principes actifs. La formule gel du cosmétique se transforme en un délicat peeling «roulant» au contact de la peau.

2. Masque régénérant sous forme de gants imbibés , grâce à la riche composition d’ingrédients nourrissants et hydratants, apporte un soulagement immédiat aux peaux rugueuses et gercées.
Ingrédients actifs:


ACIDES AHA
Dérivés d’extraits de pomme et d’agrumes, ils exfolient et renouvellent efficacement la peau.

BEURRE DE KARITÉ, ALLANTOÏNE, HUILE DE MACADAMIA ET UREA
Ils apaisent les irritations et aident à atténuer les micro-dommages causés par le dessèchement de l’épiderme, en restaurant la douceur de la peau.

Effets:

Lissage de la peau des mains.
Restaure la douceur de la peau sèche.
Atténuer les microdommages."
"1758851983-34","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","SOIN INTENSE (Mains & Pieds)","https://www.gssante.com/category/nos-produits/lirene/soin-intense/?action=souscat&id_cat=38","Soin des Pieds
                                Masque sous forme de Chaussettes
                                                                MASQUE DE KERATOSE DANS LES CHAUSSETTES
                                                            
                                                        Voir plus","https://www.gssante.com/masque-sous-forme-de-chaussettes/?action=souscat&id_cat=38&id_cat1=43","Masque sous forme de Chaussettes","https://www.gssante.com/MtdGssante/uploads/2021/04/chausette-rose.jpg","Lirene","VITAMIN ENERGIE C+D","Le masque sous forme de chaussettes imbibées prêtes à l’emploi contient 7,5% d’un complexe d’acides de fruits  ( lactique et glycolique ), qui stimulent efficacement le processus d’exfoliation de l’épiderme mort, favorisant la régénération de la peau des pieds. L’effet exfoliant intensif du masque dure 7 à 10 jours après l’application. Le riche ensemble d’ingrédients actifs contenus dans le masque prend soin de la peau pendant et après le traitement. UREA  hydrate et régule le processus de kératose, l’  extrait d’herbe asiatique  et l’  huile de coco  régénèrent et adoucissent la peau durcie. Acide salicylique  en association avec du  miel  et  des extraits de rooibos africain ont un effet apaisant sur la peau fraîchement exfoliée.
Ingrédients actifs:


7,5% COMPLEXE D’ACIDES DE FRUITS (LACTIQUE ET GLYCOLIQUE)
Ils stimulent efficacement le processus d’exfoliation de l’épiderme mort.

URÉE
Hydrate et régule le processus de kératose.

EXTRAIT D’HERBE ASIATIQUE ET HUILE DE COCO
Ils régénèrent et adoucissent la peau durcie.

ACIDE SALICYLIQUE EN ASSOCIATION AVEC DU MIEL ET DES EXTRAITS DE ROOIBOS AFRICAIN
Ils ont un effet apaisant sur la peau fraîchement exfoliée.

Effets:

élimine efficacement les peaux mortes 81%  
adoucit la peau durcie 85%  
rend les pieds lisses et délicats 78%"
"1758851986-35","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","SOIN INTENSE (Mains & Pieds)","https://www.gssante.com/category/nos-produits/lirene/soin-intense/?action=souscat&id_cat=38","Soin des Pieds
                                Masque sous forme de Chaussettes
                                                                MASQUE LISSANT IDÉAL EN CHAUSSETTES
                                                            
                                                        Voir plus","https://www.gssante.com/masque-sous-forme-de-chaussettes-2/?action=souscat&id_cat=38&id_cat1=43","Masque sous forme de Chaussettes","https://www.gssante.com/MtdGssante/uploads/2021/04/chausettes-orange.jpg","Lirene","VITAMIN ENERGIE C+D","Les chaussettes régénérantes Lirene sont un soin innovant en deux étapes à réaliser à la maison:

– Peeling aux enzymes à gros grains lissant intensément – appliqué avant l’application du masque, il lisse et nettoie la peau des épidermes morts, augmentant l’absorption des principes actifs.

– Masque régénérant sous forme de chaussettes , grâce à la riche composition en nutriments, élimine instantanément les rugosités et les gerçures de l’épiderme, redonnant aux pieds douceur et douceur.
Ingrédients actifs:


COQUILLES DE NOIX NATURELLES MOULUES, NOYAUX D’ABRICOT ET ENZYME DE PAPAYE
Exfolie et renouvelle efficacement la peau en la lissant.

BEURRE DE KARITÉ, HUILE DE MACADAMIA ET 3% UREA
Ils restaurent la délicatesse et l’élasticité de la peau.

Effets:

Redonne de la douceur aux pieds.
Élimination des peaux mortes.
Élimination de la rugosité."
"1758851993-36","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","NETTOYANTS (Visage&Yeux)","https://www.gssante.com/category/nos-produits/lirene/nettoyants/?action=souscat&id_cat=38","Nettoyants 
                                Eau Micellaire Apaisante à l’aloe Vera
                                                                CHAQUE TYPE DE PEAU, AUSSI SENSIBLE 400ml
                                                            
                                                        Voir plus","https://www.gssante.com/eau-micellaire-apaisante-a-laloe-vera/?action=souscat&id_cat=38&id_cat1=40","Eau Micellaire Apaisante à l’aloe Vera","https://www.gssante.com/MtdGssante/uploads/2021/04/aloe-vera.jpg","Lirene","VITAMIN ENERGIE C+D","L’équipe d’experts du Laboratoire Scientifique de Lirene a créé une formule micellaire unique à l’aloès 100% naturel, basée sur la synergie d’ingrédients nettoyants et apaisants, qui:

• élimine efficacement le maquillage et les impuretés de la peau du visage et du contour des yeux

• soutient les processus de régénération

• hydrate en profondeur

• rafraîchit le liquide grâce à une teneur optimale en micelles, nettoie en profondeur le visage et le contour des yeux du maquillage et des impuretés. L’extrait d’aloès 100% naturel apaise efficacement les irritations et apaise la peau. Grâce à ses propriétés uniques, il hydrate et redonne douceur à la peau, la laissant rafraîchie et régénérée pendant longtemps. Grâce à sa formule délicate, il est également recommandé pour les peaux sensibles.
Ingrédients actifs:
ALOE (ALOE VERA, ALOE BARBADENSIS) :

La matière végétale aux propriétés hydratantes connues depuis des années, car elle contient de nombreux mucopolysaccharides, qui sont des composants du NMF. De plus, il apaise l’inflammation et soutient les processus de régénération cutanée.

Effets:

démaquillage efficace 93%
rafraîchissement de la peau 93%
restauration du confort 80%"
"1758851996-37","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","NETTOYANTS (Visage&Yeux)","https://www.gssante.com/category/nos-produits/lirene/nettoyants/?action=souscat&id_cat=38","Nettoyants 
                                Eau micellaire lissante
                                                                CHAQUE TYPE DE PEAU, AUSSI MATURE 400ml
                                                            
                                                        Voir plus","https://www.gssante.com/eau-micellaire-lissante/?action=souscat&id_cat=38&id_cat1=40","Eau micellaire lissante","https://www.gssante.com/MtdGssante/uploads/2021/04/rose.jpg","Lirene","VITAMIN ENERGIE C+D","L’équipe d’experts du Laboratoire Scientifique de Lirene, inspirée du rituel de nettoyage associé aux soins de la peau, a créé une formule micellaire innovante basée sur la synergie des ingrédients nettoyants et de l’extrait de magnolia rajeunissant.
L’eau micellaire lissante permet d’éliminer efficacement le maquillage et les impuretés de la peau du visage et du contour des yeux. Il est destiné à tous les types de peau, y compris les peaux matures.
Il contient jusqu’à 94% d’ingrédients naturels.
Ingrédients actifs:


EXTRAIT DE MAGNOLIA
Démontre des propriétés rajeunissantes. Il améliore l’élasticité de la peau, nourrit et régénère. Il protège la peau contre la perte d’eau, en maintenant un niveau d’hydratation optimal.

PANTHÉNOL
Précurseur naturel de la vitamine B5, il pénètre facilement dans les couches profondes du derme, stimulant la croissance et le renouvellement de l’épiderme et des cellules du derme. Facilite la guérison de divers types de lésions cutanées.

Effets:

Nettoie efficacement la peau du visage et du contour des yeux du maquillage et des impuretés 100%
Hydrate et soutient la régénération 86%
La peau paraît plus jeune – le produit est parfait pour les peaux matures 75%"
